t0_30,t0_22,r0
t0_30,t0_57,r0
t0_32,t0_1,r0
t0_32,t0_10,r0
t0_32,t0_15,r0
t0_32,t0_24,r0
t0_32,t0_27,r0
t0_32,t0_4,r0
t0_32,t0_47,r0
t0_33,t0_53,r0
t0_39,t0_18,r0
t0_39,t0_35,r0
t0_39,t0_51,r0
t0_4,t0_13,r0
t0_4,t0_19,r0
t0_4,t0_29,r0
t0_4,t0_37,r0
t0_4,t0_8,r0
t0_41,t0_20,r0
t0_41,t0_30,r0
t0_41,t0_39,r0
t0_41,t0_44,r0
t0_41,t0_45,r0
t0_41,t0_48,r0
t0_42,t0_12,r0
t0_42,t0_54,r0
t0_42,t0_6,r0
t0_44,t0_35,r0
t0_44,t0_43,r0
t0_44,t0_48,t0_1
t0_45,t0_18,r0
t0_45,t0_43,r0
t0_45,t0_51,r0
t0_47,t0_13,r0
t0_47,t0_19,r0
t0_47,t0_29,r0
t0_47,t0_37,r0
t0_47,t0_8,r0
t0_48,t0_18,r0
t0_48,t0_43,r0
t0_48,t0_51,r0
t0_50,t0_26,r0
t0_50,t0_39,r0
t0_50,t0_44,r0
t0_50,t0_56,r0
t0_50,t0_58,r0
t0_54,t0_2,r0
t0_54,t0_36,r0
t0_55,t0_33,t0_25
t0_56,t0_18,r0
t0_56,t0_22,r0
t0_56,t0_35,r0
t0_56,t0_43,r0
t0_56,t0_51,r0
t0_56,t0_57,r0
t0_57,t0_22,t0_13
t0_58,t0_18,r0
t0_58,t0_22,r0
t0_58,t0_35,r0
t0_58,t0_51,r0
t0_58,t0_57,r0
t0_6,t0_2,r0
t0_6,t0_36,r0
t0_7,t0_1,r0
t0_7,t0_10,r0
t0_7,t0_15,r0
t0_7,t0_27,r0
t0_7,t0_9,r0
t0_9,t0_13,r0
t0_9,t0_49,r0
t1_10,t1_18,r1
t1_10,t1_23,r1
t1_10,t1_31,r1
t1_10,t1_42,r1
t1_10,t1_5,r1
t1_10,t1_60,r1
t1_12,t1_29,r1
t1_12,t1_34,r1
t1_13,t1_15,r1
t1_13,t1_20,r1
t1_13,t1_26,r1
t1_13,t1_30,r1
t1_14,t1_11,t1_1
t1_16,t1_24,r1
t1_16,t1_37,r1
t1_17,t1_15,t1_1
t1_17,t1_26,t1_1
t1_17,t1_28,t1_1
t1_18,t1_11,r1
t1_18,t1_14,r1
t1_18,t1_2,r1
t1_19,t1_25,r1
t1_19,t1_27,r1
t1_19,t1_55,r1
t1_2,t1_14,t1_1
t1_20,t1_17,t1_1
t1_20,t1_46,t1_1
t1_22,t1_18,r1
t1_22,t1_23,r1
t1_22,t1_31,r1
t1_22,t1_42,r1
t1_22,t1_5,r1
t1_22,t1_60,r1
t1_23,t1_11,r1
t1_23,t1_2,r1
t1_23,t1_40,t1_3
t1_23,t1_8,t1_3
t1_24,t1_15,r1
t1_24,t1_20,r1
t1_24,t1_26,r1
t1_24,t1_28,r1
t1_29,t1_21,r1
t1_29,t1_53,r1
t1_3,t1_1,r1
t1_3,t1_25,r1
t1_3,t1_27,r1
t1_3,t1_55,r1
t1_3,t1_6,t1_29
t1_31,t1_11,r1
t1_31,t1_14,r1
t1_31,t1_23,t1_3
t1_31,t1_5,t1_3
t1_32,t1_29,r1
t1_32,t1_34,r1
t1_33,t1_41,t1_1
t1_34,t1_21,r1
t1_34,t1_53,r1
t1_35,t1_19,r1
t1_35,t1_3,r1
t1_35,t1_6,r1
t1_36,t1_18,r1
t1_36,t1_31,r1
t1_36,t1_40,r1
t1_36,t1_42,r1
t1_36,t1_60,r1
t1_36,t1_8,r1
t1_37,t1_13,t1_3
t1_37,t1_15,r1
t1_37,t1_17,r1
t1_37,t1_24,t1_3
t1_37,t1_26,r1
t1_37,t1_28,r1
t1_37,t1_30,r1
t1_37,t1_46,r1
t1_38,t1_19,r1
t1_38,t1_3,r1
t1_38,t1_6,r1
t1_4,t1_19,r1
t1_4,t1_3,r1
t1_4,t1_6,r1
t1_40,t1_14,r1
t1_40,t1_2,r1
t1_44,t1_41,t1_28
t1_45,t1_19,r1
t1_45,t1_6,r1
t1_46,t1_15,t1_1
t1_46,t1_26,t1_1
t1_46,t1_30,t1_1
t1_48,t1_18,r1
t1_48,t1_23,r1
t1_48,t1_36,t1_35
t1_48,t1_40,r1
t1_48,t1_42,r1
t1_48,t1_5,r1
t1_48,t1_60,r1
t1_48,t1_8,r1
t1_49,t1_19,r1
t1_49,t1_3,r1
t1_49,t1_6,r1
t1_5,t1_11,r1
t1_5,t1_2,r1
t1_5,t1_40,t1_3
t1_5,t1_8,t1_3
t1_50,t1_41,t1_28
t1_51,t1_54,t1_1
t1_52,t1_13,r1
t1_52,t1_24,r1
t1_52,t1_37,r1
t1_56,t1_13,r1
t1_56,t1_37,r1
t1_57,t1_13,r1
t1_57,t1_37,r1
t1_58,t1_13,r1
t1_58,t1_37,r1
t1_59,t1_13,r1
t1_59,t1_37,r1
t1_6,t1_1,r1
t1_60,t1_11,r1
t1_60,t1_14,r1
t1_60,t1_2,r1
t1_7,t1_23,r1
t1_7,t1_31,r1
t1_7,t1_40,r1
t1_7,t1_5,r1
t1_7,t1_8,r1
t1_8,t1_14,r1
t1_8,t1_2,r1
t1_9,t1_29,r1
t1_9,t1_34,r1
t2_1,t2_13,r2
t2_10,t2_34,r2
t2_10,t2_37,r2
t2_10,t2_41,r2
t2_12,t2_50,t2_3
t2_13,t2_14,r2
t2_13,t2_3,r2
t2_13,t2_45,r2
t2_15,t2_12,t2_4
t2_15,t2_50,t2_3
t2_16,t2_27,r2
t2_16,t2_35,r2
t2_16,t2_38,r2
t2_16,t2_46,r2
t2_16,t2_47,r2
t2_17,t2_14,t2_37
t2_2,t2_34,r2
t2_2,t2_37,r2
t2_2,t2_41,r2
t2_20,t2_47,t2_14
t2_22,t2_16,r2
t2_24,t2_13,r2
t2_24,t2_5,r2
t2_25,t2_5,r2
t2_25,t2_8,t2_29
t2_26,t2_16,r2
t2_29,t2_10,r2
t2_29,t2_2,r2
t2_33,t2_16,r2
t2_35,t2_20,t2_37
t2_38,t2_20,t2_37
t2_38,t2_47,t2_37
t2_4,t2_27,t2_3
t2_42,t2_16,r2
t2_43,t2_31,t2_15
t2_49,t2_10,r2
t2_49,t2_2,r2
t2_5,t2_14,r2
t2_5,t2_17,r2
t2_5,t2_3,r2
t2_51,t2_26,t2_24
t2_52,t2_23,t2_37
t2_53,t2_59,r2
t2_54,t2_23,t2_37
t2_54,t2_52,t2_35
t2_56,t2_23,t2_37
t2_56,t2_54,t2_35
t2_57,t2_30,t2_21
t2_58,t2_50,r2
t2_58,t2_52,r2
t2_58,t2_56,r2
t2_59,t2_52,r2
t2_59,t2_54,r2
t2_59,t2_56,r2
t2_60,t2_11,t2_1
t2_7,t2_13,r2
t2_8,t2_13,r2
t2_8,t2_5,r2
t3_1,t3_11,t3_41
t3_1,t3_12,r3
t3_1,t3_13,r3
t3_1,t3_21,r3
t3_1,t3_3,r3
t3_1,t3_33,r3
t3_1,t3_4,r3
t3_1,t3_52,r3
t3_1,t3_8,t3_41
t3_10,t3_50,r3
t3_10,t3_56,r3
t3_11,t3_13,r3
t3_11,t3_21,r3
t3_11,t3_3,r3
t3_11,t3_4,r3
t3_11,t3_52,r3
t3_12,t3_2,r3
t3_12,t3_54,r3
t3_13,t3_18,r3
t3_13,t3_2,r3
t3_13,t3_54,r3
t3_14,t3_53,t3_50
t3_15,t3_36,r3
t3_15,t3_42,r3
t3_16,t3_50,r3
t3_16,t3_56,r3
t3_19,t3_10,r3
t3_19,t3_16,r3
t3_19,t3_39,r3
t3_2,t3_18,t3_50
t3_20,t3_53,r3
t3_21,t3_18,r3
t3_21,t3_2,r3
t3_22,t3_34,t3_21
t3_22,t3_53,r3
t3_24,t3_53,r3
t3_26,t3_14,r3
t3_26,t3_53,r3
t3_29,t3_20,r3
t3_29,t3_22,r3
t3_29,t3_24,r3
t3_29,t3_26,r3
t3_29,t3_34,r3
t3_29,t3_38,r3
t3_29,t3_7,r3
t3_3,t3_18,r3
t3_3,t3_2,r3
t3_3,t3_54,r3
t3_30,t3_20,r3
t3_30,t3_22,r3
t3_30,t3_24,r3
t3_30,t3_34,r3
t3_30,t3_38,r3
t3_30,t3_7,r3
t3_32,t3_48,r3
t3_32,t3_57,t3_41
t3_33,t3_2,r3
t3_33,t3_54,r3
t3_34,t3_14,r3
t3_34,t3_53,r3
t3_36,t3_14,r3
t3_38,t3_53,r3
t3_39,t3_50,r3
t3_39,t3_56,r3
t3_4,t3_18,r3
t3_4,t3_2,r3
t3_40,t3_35,t3_31
t3_41,t3_10,r3
t3_41,t3_16,r3
t3_41,t3_39,r3
t3_42,t3_14,r3
t3_44,t3_48,r3
t3_44,t3_49,r3
t3_45,t3_48,r3
t3_45,t3_57,t3_41
t3_48,t3_17,r3
t3_48,t3_25,r3
t3_49,t3_17,r3
t3_49,t3_25,r3
t3_49,t3_28,r3
t3_5,t3_12,r3
t3_5,t3_13,r3
t3_5,t3_3,r3
t3_5,t3_33,r3
t3_52,t3_18,r3
t3_52,t3_2,r3
t3_57,t3_43,r3
t3_57,t3_51,r3
t3_6,t3_26,r3
t3_6,t3_29,t3_41
t3_6,t3_30,t3_41
t3_6,t3_34,r3
t3_6,t3_36,r3
t3_6,t3_42,r3
t3_6,t3_7,r3
t3_7,t3_14,r3
t3_7,t3_53,r3
t3_8,t3_13,r3
t3_8,t3_21,r3
t3_8,t3_3,r3
t3_8,t3_4,r3
t3_8,t3_52,r3
t3_9,t3_15,t3_5
t3_9,t3_20,r3
t3_9,t3_24,r3
t3_9,t3_31,r3
t3_9,t3_36,r3
t3_9,t3_38,r3
t3_9,t3_42,r3
t3_9,t3_46,r3
t4_10,t4_30,r4
t4_10,t4_45,r4
t4_11,t4_17,r4
t4_11,t4_18,r4
t4_11,t4_24,r4
t4_11,t4_32,r4
t4_11,t4_37,r4
t4_12,t4_57,t4_30
t4_13,t4_1,r4
t4_13,t4_12,r4
t4_13,t4_19,r4
t4_13,t4_48,r4
t4_13,t4_5,r4
t4_14,t4_23,r4
t4_14,t4_25,r4
t4_14,t4_29,r4
t4_15,t4_13,r4
t4_15,t4_21,r4
t4_15,t4_4,r4
t4_15,t4_6,r4
t4_21,t4_13,t4_36
t4_21,t4_19,r4
t4_21,t4_48,r4
t4_21,t4_57,r4
t4_22,t4_24,r4
t4_22,t4_26,r4
t4_22,t4_37,r4
t4_28,t4_20,t4_2
t4_3,t4_1,r4
t4_3,t4_12,r4
t4_3,t4_5,r4
t4_3,t4_57,r4
t4_31,t4_54,t4_14
t4_34,t4_23,r4
t4_34,t4_25,r4
t4_34,t4_29,r4
t4_35,t4_25,r4
t4_35,t4_29,r4
t4_35,t4_33,r4
t4_36,t4_30,r4
t4_36,t4_45,r4
t4_4,t4_1,r4
t4_4,t4_12,r4
t4_4,t4_19,r4
t4_4,t4_48,r4
t4_4,t4_5,r4
t4_4,t4_57,r4
t4_42,t4_22,r4
t4_42,t4_58,r4
t4_46,t4_30,r4
t4_46,t4_45,r4
t4_47,t4_14,t4_11
t4_47,t4_23,r4
t4_47,t4_25,r4
t4_47,t4_29,r4
t4_47,t4_33,r4
t4_47,t4_34,t4_11
t4_49,t4_30,r4
t4_49,t4_45,r4
t4_54,t4_53,t4_14
t4_56,t4_25,r4
t4_56,t4_29,r4
t4_56,t4_39,r4
t4_58,t4_24,r4
t4_58,t4_26,r4
t4_58,t4_37,r4
t4_6,t4_1,r4
t4_6,t4_12,r4
t4_6,t4_19,r4
t4_6,t4_48,r4
t4_6,t4_5,r4
t4_6,t4_57,r4
t4_7,t4_10,r4
t4_7,t4_36,r4
t4_7,t4_46,r4
t4_7,t4_49,r4
